"nr","year","agric","black","bus","construc","ent","exper","fin","hisp","poorhlth","hours","manuf","married","min","nrthcen","nrtheast","occ1","occ2","occ3","occ4","occ5","occ6","occ7","occ8","occ9","per","pro","pub","rur","south","educ","tra","trad","union","lwage","d81","d82","d83","d84","d85","d86","d87","expersq"
916,1985,0,0,0,0,0,7,0,0,0,2400,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,1.9105429649353,0,0,0,0,1,0,0,49
916,1986,0,0,0,0,0,8,0,0,0,2200,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2.01830887794495,0,0,0,0,0,1,0,64
916,1987,0,0,0,0,0,9,0,0,0,2080,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,2.28229236602783,0,0,0,0,0,0,1,81
919,1980,0,0,1,0,0,3,0,0,0,1236,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,1.56800949573517,0,0,0,0,0,0,0,9
919,1981,0,0,0,0,0,4,0,0,0,2080,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,0,0,1,1.3958637714386,1,0,0,0,0,0,0,16
919,1982,0,0,0,0,0,5,0,0,0,2080,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,0,0,1,1.38034844398499,0,1,0,0,0,0,0,25
919,1983,0,0,0,0,0,6,0,0,0,2080,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,0,0,1,1.49442338943481,0,0,1,0,0,0,0,36
919,1984,0,0,0,0,0,7,0,0,0,2080,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,0,0,1,1.394864320755,0,0,0,1,0,0,0,49
919,1985,0,0,0,0,0,8,0,0,0,2080,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,0,0,1,1.44053936004639,0,0,0,0,1,0,0,64
919,1986,0,0,0,0,0,9,0,0,0,2080,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,0,0,1,1.59636247158051,0,0,0,0,0,1,0,81
919,1987,0,0,0,0,0,10,0,0,0,2080,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,0,0,1,1.61991691589355,0,0,0,0,0,0,1,100
922,1980,0,0,0,0,0,2,0,0,0,1604,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.60250639915466,0,0,0,0,0,0,0,4
922,1981,0,0,0,0,0,3,0,0,0,2300,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,1,0,2.03498983383179,1,0,0,0,0,0,0,9
922,1982,0,0,0,0,0,4,0,0,0,2084,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,2.23862838745117,0,1,0,0,0,0,0,16
922,1983,0,0,0,0,0,5,0,0,0,2066,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2.21767139434814,0,0,1,0,0,0,0,25
922,1984,0,0,0,0,0,6,0,0,0,2540,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,2.44783115386963,0,0,0,1,0,0,0,36
922,1985,0,0,0,0,0,7,0,0,0,2600,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2.6036901473999,0,0,0,0,1,0,0,49
922,1986,0,0,0,0,0,8,0,0,0,3140,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,2.35569047927856,0,0,0,0,0,1,0,64
922,1987,0,0,0,0,0,9,0,0,0,3575,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,1,0,2.18698215484619,0,0,0,0,0,0,1,81
924,1980,0,0,0,0,0,1,0,0,0,248,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0.853558540344238,0,0,0,0,0,0,0,1
924,1981,0,0,0,0,0,2,0,0,0,970,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0.892167031764984,1,0,0,0,0,0,0,4
924,1982,0,0,0,0,0,3,0,0,0,1189,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0.850041270256042,0,1,0,0,0,0,0,9
924,1983,0,0,0,0,0,4,0,0,0,2136,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0.590937733650208,0,0,1,0,0,0,0,16
924,1984,0,0,0,0,0,5,1,0,0,2520,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1.2029732465744,0,0,0,1,0,0,0,25
924,1985,0,0,0,0,0,6,1,0,0,2284,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1.55461835861206,0,0,0,0,1,0,0,36
924,1986,0,0,0,0,0,7,1,0,0,2294,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1.80211579799652,0,0,0,0,0,1,0,49
924,1987,0,0,0,0,0,8,1,0,0,2332,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1.69793033599854,0,0,0,0,0,0,1,64
925,1980,0,0,0,0,0,2,0,0,0,2040,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2.13524699211121,0,0,0,0,0,0,0,4
925,1981,0,0,0,0,0,3,0,0,0,2080,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2.22254228591919,1,0,0,0,0,0,0,9
925,1982,0,0,0,0,0,4,0,0,0,2310,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,2.13567018508911,0,1,0,0,0,0,0,16
925,1983,0,0,0,0,1,5,0,0,0,2340,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2.23623561859131,0,0,1,0,0,0,0,25
925,1984,0,0,0,0,0,6,0,0,0,2340,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2.3475227355957,0,0,0,1,0,0,0,36
925,1985,0,0,0,0,0,7,0,0,0,2175,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2.41444826126099,0,0,0,0,1,0,0,49
925,1986,0,0,0,0,0,8,0,0,0,2080,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0.0494449250400066,0,0,0,0,0,1,0,64
925,1987,0,0,0,0,0,9,0,0,0,2080,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2.62321901321411,0,0,0,0,0,0,1,81
944,1980,0,0,0,0,0,2,0,0,0,702,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0.819390892982483,0,0,0,0,0,0,0,4
944,1981,0,0,0,0,0,3,0,0,0,1535,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0.589594662189484,1,0,0,0,0,0,0,9
944,1982,0,0,0,0,0,4,0,0,0,2040,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,1,0,1.3997665643692,0,1,0,0,0,0,0,16
944,1983,0,0,0,0,0,5,0,0,0,2080,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,1,0,1.55551099777222,0,0,1,0,0,0,0,25
944,1984,0,0,0,0,0,6,0,0,0,2080,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,1,0,1.61800789833069,0,0,0,1,0,0,0,36
944,1985,0,0,0,0,0,7,0,0,0,1624,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,1.60797226428986,0,0,0,0,1,0,0,49
944,1986,0,0,0,0,0,8,0,0,0,1456,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,1,0,1.6100926399231,0,0,0,0,0,1,0,64
944,1987,0,0,0,0,0,9,0,0,0,2308,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,1,0,1.19744968414307,0,0,0,0,0,0,1,81
945,1980,0,0,0,0,0,1,0,0,0,1721,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,1,0,1.0396249294281,0,0,0,0,0,0,0,1
945,1981,0,0,0,0,0,2,1,0,0,2300,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1.35986113548279,1,0,0,0,0,0,0,4
945,1982,0,0,0,0,0,3,1,0,0,2558,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1.26050198078156,0,1,0,0,0,0,0,9
945,1983,0,0,0,0,0,4,1,0,0,2528,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1.32271015644073,0,0,1,0,0,0,0,16
945,1984,0,0,0,0,0,5,1,0,0,2006,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1.71877157688141,0,0,0,1,0,0,0,25
945,1985,0,0,0,0,0,6,0,0,1,3827,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,1.31039917469025,0,0,0,0,1,0,0,36
945,1986,0,0,0,0,0,7,0,0,0,3406,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,1.41162478923798,0,0,0,0,0,1,0,49
945,1987,0,0,0,0,0,8,0,0,0,3185,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,1.38620436191559,0,0,0,0,0,0,1,64
947,1980,0,0,0,0,0,3,0,0,0,2080,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,1,2.23645687103271,0,0,0,0,0,0,0,9
947,1981,0,0,1,0,0,4,0,0,0,2080,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,1,2.3766930103302,1,0,0,0,0,0,0,16
947,1982,0,0,0,0,0,5,0,0,0,2074,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,1,2.38653922080994,0,1,0,0,0,0,0,25
947,1983,0,0,1,0,0,6,0,0,0,2488,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2.38462805747986,0,0,1,0,0,0,0,36
947,1984,0,0,1,0,0,7,0,0,0,2410,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2.40028500556946,0,0,0,1,0,0,0,49
947,1985,0,0,1,0,0,8,0,0,0,2340,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,2.47137904167175,0,0,0,0,1,0,0,64
947,1986,0,0,1,0,0,9,0,0,0,2340,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2.26409983634949,0,0,0,0,0,1,0,81
947,1987,0,0,1,0,0,10,0,0,0,2340,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2.28229236602783,0,0,0,0,0,0,1,100
955,1980,0,0,0,0,0,4,0,0,0,2120,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,2.070805311203,0,0,0,0,0,0,0,16
955,1981,0,0,1,0,0,5,0,0,0,2080,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,1,1.98892748355865,1,0,0,0,0,0,0,25
955,1982,0,0,0,0,0,6,0,0,0,2080,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,1,1.97818541526794,0,1,0,0,0,0,0,36
955,1983,0,0,0,0,0,7,0,0,0,2080,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,12,0,0,1,2.08831548690796,0,0,1,0,0,0,0,49
955,1984,0,0,0,0,0,8,0,0,0,2080,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,1,2.12883353233337,0,0,0,1,0,0,0,64
955,1985,0,0,0,0,0,9,0,0,0,2080,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,1,2.2077944278717,0,0,0,0,1,0,0,81
955,1986,0,0,0,0,0,10,0,0,0,1560,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,1,2.47540903091431,0,0,0,0,0,1,0,100
955,1987,0,0,0,0,0,11,0,0,0,2080,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,1,2.21775388717651,0,0,0,0,0,0,1,121
965,1980,0,0,0,0,0,5,0,0,0,2080,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.41754031181335,0,0,0,0,0,0,0,25
965,1981,0,0,0,0,0,6,0,0,0,2080,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.47810196876526,1,0,0,0,0,0,0,36
965,1982,0,0,0,0,0,7,0,0,0,2080,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.38488364219666,0,1,0,0,0,0,0,49
965,1983,0,0,0,0,0,8,0,0,0,2080,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,1,0,1.51777076721191,0,0,1,0,0,0,0,64
965,1984,0,0,0,0,0,9,0,0,0,2080,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,1,0,1.42765414714813,0,0,0,1,0,0,0,81
965,1985,0,0,0,0,0,10,0,0,0,2080,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.44053936004639,0,0,0,0,1,0,0,100
965,1986,0,0,0,0,0,11,0,0,0,2080,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.4204717874527,0,0,0,0,0,1,0,121
965,1987,0,0,0,0,0,12,0,0,0,2080,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.38150584697723,0,0,0,0,0,0,1,144
996,1980,0,0,0,0,0,2,0,0,0,3728,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11,0,1,0,1.55764269828796,0,0,0,0,0,0,0,4
996,1981,0,0,0,0,0,3,0,0,0,3270,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,1,0,1.48243820667267,1,0,0,0,0,0,0,9
996,1982,0,0,0,0,0,4,0,0,0,2600,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,1.24421620368958,0,1,0,0,0,0,0,16
996,1983,0,0,1,0,0,5,0,0,0,2840,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11,0,0,0,0.720826745033264,0,0,1,0,0,0,0,25
996,1984,0,0,1,0,0,6,0,0,0,3120,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11,0,0,0,0.807077646255493,0,0,0,1,0,0,0,36
996,1985,0,0,1,0,0,7,0,0,0,3560,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0.823104023933411,0,0,0,0,1,0,0,49
996,1986,0,0,1,0,0,8,0,0,0,2840,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11,0,0,0,1.10903561115265,0,0,0,0,0,1,0,64
996,1987,0,0,1,0,0,9,0,0,0,2716,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,2.23864364624023,0,0,0,0,0,0,1,81
1007,1980,0,0,1,0,0,4,0,0,0,2080,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,1.44799959659576,0,0,0,0,0,0,0,16
1007,1981,0,0,0,0,0,5,0,0,0,2080,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1.75253880023956,1,0,0,0,0,0,0,25
1007,1982,0,0,0,0,0,6,0,0,0,2080,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,1,0,1.54740250110626,0,1,0,0,0,0,0,36
1007,1983,0,0,1,0,0,7,0,0,0,2080,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,2.04386377334595,0,0,1,0,0,0,0,49
1007,1984,0,0,0,0,0,8,0,0,0,2154,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,2.15214371681213,0,0,0,1,0,0,0,64
1007,1985,0,0,0,0,0,9,0,0,0,2100,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,1,0,2.26721787452698,0,0,0,0,1,0,0,81
1007,1986,0,0,0,0,0,10,0,0,0,2080,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,2.74734282493591,0,0,0,0,0,1,0,100
1007,1987,0,0,0,0,0,11,0,0,0,2420,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,2.57717990875244,0,0,0,0,0,0,1,121
1054,1980,0,0,0,0,0,3,0,0,0,3430,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10,0,0,0,0.72466367483139,0,0,0,0,0,0,0,9
1054,1981,0,0,0,0,0,4,0,0,0,1995,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,1,0,1.79426264762878,1,0,0,0,0,0,0,16
1054,1982,0,0,0,0,0,5,0,0,0,1882,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,1.16192758083344,0,1,0,0,0,0,0,25
1054,1983,0,0,0,0,0,6,0,0,0,2035,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10,0,0,0,1.45960009098053,0,0,1,0,0,0,0,36
1054,1984,1,0,0,0,0,7,0,0,0,2501,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,1.0282199382782,0,0,0,1,0,0,0,49
1054,1985,1,0,0,0,0,8,0,0,0,3120,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,1.30333828926086,0,0,0,0,1,0,0,64
1054,1986,1,0,0,0,0,9,0,0,0,2544,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1.64988493919373,0,0,0,0,0,1,0,81
1054,1987,1,0,0,0,0,10,0,0,0,1720,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,1,1.30918514728546,0,0,0,0,0,0,1,100
1064,1980,0,0,0,0,0,4,0,0,1,2530,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,1,0,0,1.90311825275421,0,0,0,0,0,0,0,16
1064,1981,0,0,0,0,0,5,0,0,1,2224,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,1,0,0,2.02107095718384,1,0,0,0,0,0,0,25
1064,1982,1,0,0,0,0,6,0,0,1,2090,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1.89542770385742,0,1,0,0,0,0,0,36
1064,1983,0,0,0,0,0,7,0,0,0,2080,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,1,0,0,2.12250685691833,0,0,1,0,0,0,0,49
1064,1984,0,0,0,0,0,8,0,0,0,2080,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1.88037216663361,0,0,0,1,0,0,0,64
1064,1985,0,0,0,0,0,9,0,0,0,2080,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.99247741699219,0,0,0,0,1,0,0,81
1064,1986,0,0,0,0,0,10,0,0,0,2420,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.96402537822723,0,0,0,0,0,1,0,100
1064,1987,0,0,0,0,0,11,0,0,0,2220,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,1,0,0,1.92947101593018,0,0,0,0,0,0,1,121
1081,1980,0,0,0,0,0,2,1,0,0,1118,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,0,0,0,1.08799684047699,0,0,0,0,0,0,0,4
1081,1981,0,0,0,1,0,3,0,0,0,1147,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,0,0,0,1.24914455413818,1,0,0,0,0,0,0,9
1081,1982,0,0,0,0,0,4,0,0,0,832,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,0,1,0,1.54740250110626,0,1,0,0,0,0,0,16
1081,1983,0,0,0,0,0,5,0,0,0,1488,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,0,1,0,1.35170340538025,0,0,1,0,0,0,0,25
1081,1984,0,0,0,0,0,6,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0,1,0,1.42611682415009,0,0,0,1,0,0,0,36
1081,1985,0,0,0,0,0,7,0,0,0,3171,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0,1,0,1.05660057067871,0,0,0,0,1,0,0,49
1081,1986,0,0,0,0,0,8,0,0,0,3180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,0,1,0,1.26422250270844,0,0,0,0,0,1,0,64
1081,1987,0,0,0,0,0,9,0,0,0,2155,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,0,1,0,2.00000953674316,0,0,0,0,0,0,1,81
1085,1980,0,0,0,0,0,1,0,0,0,1743,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,1,0,1.88712394237518,0,0,0,0,0,0,0,1
1085,1981,0,0,1,0,0,2,0,0,0,2182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,1.48152124881744,1,0,0,0,0,0,0,4
1085,1982,0,0,0,0,0,3,0,0,0,2743,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,1.21764194965363,0,1,0,0,0,0,0,9
1085,1983,0,0,0,0,0,4,0,0,0,3491,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,1,0,0.737586140632629,0,0,1,0,0,0,0,16
1085,1984,0,0,0,0,0,5,0,0,1,2891,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,1,0,1.28877329826355,0,0,0,1,0,0,0,25
1085,1985,0,0,0,0,0,6,0,0,0,2340,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,1,0,1.0735057592392,0,0,0,0,1,0,0,36
1085,1986,0,0,1,0,0,7,0,0,0,3016,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,1.31717228889465,0,0,0,0,0,1,0,49
1085,1987,0,0,0,0,0,8,0,0,0,3305,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,2.01704955101013,0,0,0,0,0,0,1,64
1091,1980,0,0,0,0,0,6,0,0,0,2591,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,9,0,1,1,1.11100292205811,0,0,0,0,0,0,0,36
1091,1981,0,0,0,0,0,7,0,0,0,2600,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,9,0,1,0,1.16209256649017,1,0,0,0,0,0,0,49
1091,1982,0,0,0,0,0,8,0,0,0,2600,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,9,0,1,1,1.06189465522766,0,1,0,0,0,0,0,64
1091,1983,0,0,0,0,0,9,0,0,0,2600,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,9,0,1,0,1.12757313251495,0,0,1,0,0,0,0,81
1091,1984,0,0,0,0,0,10,0,0,0,2555,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,9,0,0,0,1.18918001651764,0,0,0,1,0,0,0,100
1091,1985,0,0,0,0,0,11,0,0,0,2586,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,9,0,1,1,1.22279500961304,0,0,0,0,1,0,0,121
1091,1986,0,0,0,0,0,12,0,0,0,2583,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,9,0,1,0,1.16466748714447,0,0,0,0,0,1,0,144
1091,1987,0,0,0,0,0,13,0,0,0,2208,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,9,1,0,0,1.3958945274353,0,0,0,0,0,0,1,169
1094,1980,0,0,0,1,0,3,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,0,0,0,1.34263908863068,0,0,0,0,0,0,0,9
1094,1981,0,0,0,1,0,4,0,0,0,1960,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,0,0,0,1.40649712085724,1,0,0,0,0,0,0,16
1094,1982,0,0,0,1,0,5,0,0,0,2280,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,0,1.52970290184021,0,1,0,0,0,0,0,25
1094,1983,0,0,0,1,0,6,0,0,0,2140,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,0,0,0,1.75759673118591,0,0,1,0,0,0,0,36
1094,1984,0,0,0,1,0,7,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,0,0,0,1.90568995475769,0,0,0,1,0,0,0,49
1094,1985,0,0,0,1,0,8,0,0,0,2270,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,0,0,0,1.96623194217682,0,0,0,0,1,0,0,64
1094,1986,0,0,0,1,0,9,0,0,0,2025,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,0,0,0,2.14041709899902,0,0,0,0,0,1,0,81
1094,1987,0,0,0,1,0,10,0,0,0,2025,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,0,2.17555928230286,0,0,0,0,0,0,1,100
1096,1980,1,0,0,0,0,6,0,0,0,3000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,0,0,1.26407670974731,0,0,0,0,0,0,0,36
1096,1981,1,0,0,0,0,7,0,0,0,3120,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11,0,0,0,1.27808082103729,1,0,0,0,0,0,0,49
1096,1982,1,0,0,0,0,8,0,0,0,3320,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,0,0,0.999762952327728,0,1,0,0,0,0,0,64
1096,1983,1,0,0,0,0,9,0,0,0,3180,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,0,0,0.965424060821533,0,0,1,0,0,0,0,81
